Tester console logging started at 2024-05-26T11:05:49.972160Z

1: Bus=0x01:00 DevId=0x2489   8GB NVIDIA GeForce RTX 3060 Ti
Tester worker logging started at 2024-05-26T11:05:50.200881Z
Standard 5-minute test of 1: Bus=0x01:00 DevId=0x2489   8GB NVIDIA GeForce RTX 3060 Ti
 219295 iteration. Passed 30.0156 seconds  written: 3880.5GB 379.8GB/sec        checked: 7761.0GB 392.0GB/sec
 220489 iteration. Passed 30.0139 seconds  written: 3880.5GB 379.3GB/sec        checked: 7761.0GB 392.3GB/sec
 221658 iteration. Passed 30.0081 seconds  written: 3799.2GB 371.7GB/sec        checked: 7598.5GB 384.0GB/sec
 222776 iteration. Passed 30.0114 seconds  written: 3633.5GB 356.0GB/sec        checked: 7267.0GB 366.9GB/sec
 223891 iteration. Passed 30.0229 seconds  written: 3623.8GB 353.8GB/sec        checked: 7247.5GB 366.4GB/sec
 225024 iteration. Passed 30.0144 seconds  written: 3682.2GB 360.0GB/sec        checked: 7364.5GB 372.2GB/sec
 226166 iteration. Passed 30.0256 seconds  written: 3711.5GB 364.0GB/sec        checked: 7423.0GB 374.4GB/sec
 227343 iteration. Passed 30.0081 seconds  written: 3825.2GB 374.6GB/sec        checked: 7650.5GB 386.5GB/sec
 228464 iteration. Passed 30.0215 seconds  written: 3643.2GB 351.9GB/sec        checked: 7286.5GB 370.5GB/sec
 229591 iteration. Passed 30.0058 seconds  written: 3662.8GB 357.2GB/sec        checked: 7325.5GB 370.9GB/sec
 230720 iteration. Passed 30.0220 seconds  written: 3669.2GB 356.5GB/sec        checked: 7338.5GB 371.9GB/sec
